"","Log","Cluster"
"1541","RT @PJTUCKER17: What a day what a day!!! Redskins win and cowgirls get smacked.. Now a suns win would just top the day off",7
"1542","Sunday night football redskins cowboys    #HTTR",5
"1543","wish we played this guy @Rich_Crawford6 all season!!  #REDSKINS",7
"1544","Cowboys-Redskins flexed to Sunday Night Football in Week 17 http://t.co/gB8mvr4G",5
"1545","Redskins outlast lowly Eagles as RG III returns | Maximum Sports Channels http://t.co/D4toKAwf",9
"1546","@SportsCenter @dallascowboys @redskins Romo can win the game in Washington next week if our defense steps it up a notch!!",3
"1547","RT @ESPNRadio980: #Redskins #Cowboys has been flexed to Sunday Night Football. #NBC #NFL #winnertakeall Exclusive coverage on @ESPNRadio ...",5
"1548","@lunchablesNweed #HTTR !!! #REDSKINS",7
"1549","#texans #falcons #seahawks #pats #redskins ain't got nothkg on #Ravens we will win it all.",7
"1550","Brady rodger Peyton Brees and I'm a redskins hater but I'm takin RG3 over anybody else lls including eli",7
"1551","@shanelangan90 @westlondonblue I think the giants are done, redskins Dallas what a game that will be winner takes all #gocowboys",7
"1552","had a dream about the #Redskins wining next week against Dallas last night... morning wood x 17,000",3
"1553","Redskins outlast lowly Eagles as RG III returns | Maximum Sports Channels http://t.co/qGc2VAFG",9
"1554","S/O to all my new #Redskins family #HTTR We playoff bound baby!! =)",7
"1555","@redskinsbuzztap @Redskins_101 @BurgundyWarpath @NYCSkinsFans - I hope Mara woke up with a Hangover this AM.
Cap Penalty = Playoffs !!",7
"1556","O naw RT @AlmostRaymond: Brady rodger Peyton Brees and I'm a redskins hater but I'm takin RG3 over anybody else lls including eli",7
"1557","#Redskins have to win next weekend 
#HTTR #RedskinsNation #Letsgoskins",3
"1558","I'm gone go wit da #RedSkins now do
#RG3",7
"1559","NFL – All Tennessee Titans Games! Download torrent ‘ jwuAXbK8 nfl titans Locker, Washington, Chris Johnson 0FV07E7F... http://t.co/0FV07E7F",7
"1560","NFL Saints New Orleans Saints hold off Dallas Cowboys' late rally for OT win KrZCNT5R 7x98KtjV http://t.co/7x98KtjV",7
"1561","@BigDogBowden you suck at everything just like the redskins",7
"1562","RT @ReggieRegSW: O naw RT @AlmostRaymond: Brady rodger Peyton Brees and I'm a redskins hater but I'm takin RG3 over anybody else lls inc ...",7
"1563","@ESPN_FirstTake Numbers don't lie. 10 (RG3) > 9 (Romo). Redskins will win their division.",6
"1564","@ESPN_FirstTake @CariChampion ""Boys Naughty, Saints Heavenly in Lose"" ""RGIII and Redskins, Ready for Showdown with Cowboys""",6
"1565","Just killed this dude on madden with the redskins. He couldn't handle RG3.",7
"1566","“@Gbaby850: I'm gone go wit da #RedSkins now do
#RG3”

Cum join the #Patriots my boy",7
"1567","RT @Redskyn1: @redskinsbuzztap @Redskins_101 @BurgundyWarpath @NYCSkinsFans - I hope Mara woke up with a Hangover this AM.
Cap Penalty = ...",7
"1568","NFL WASHINGTON REDSKIN LARGE TEAM SNOWMAN FIGURINE~BRAND NEW: US $9.99 (0… http://t.co/99PHyTPY #shopping  #charity",7
"1569","I think I lose followers because I tweet about how bad the redskins are #shrugs #suckstosuck",7
"1570","@SportsCenter @dallascowboys Tony Romo will never win the cowboys a  Superbowl might as well get rid of him",7
"1571","When Washington and Dallas play I think Dallas will be in position to win the game. And blow it. Redskins win the division. Calling it now.",7
"1572","Ill be getting to FedEx Field about noon on Sunday. Gonna be a long day of tailgating. #Redskins #HTTR #RedskinsNation #BeatTheCowboys",7
"1573","Good morning good people.. Good morning #HLMG... S/O to @Redskins one game at a time, til we get to the Ship..",7
"1574","If only you were a Redskins fan",7
"1575","Going thru my followers list following back #REDSKINS fans #HTTR",7
"1576","Given this month's outgoings and the wait until pay day, I really could have done with having that fiver on Redskins to win NFC East",7
"1577","Robert Griffin III of Washington Redskins starts against Philadelphia Eagles ... http://t.co/5nvhzDDR",9
"1578","Redskins play Sunday Night, against the Cowgirls, Prime Time @RGIII vs what might be the worst prime time football team ever #HTTR",5
"1579","RT @TheJadax: Going thru my followers list following back #REDSKINS fans #HTTR",7
"1580","@the_OG_great_8 lets get cowboys and redskins into playoffs this year",7
"1581","RT @charrrlieboy_: Omg I just ticket prices fkr the cowboys redskins game !! Fuck thats an arm n a leg right there :/",7
"1582","@stefonhenry & still lost...lol Redskins playing lights out 6 straight wins & I see no reason why they won't get 7 straight..you'll see lol",7
"1583","Eagles Vs. Redskins: Gold Stars And Demerits http://t.co/wayITRsb",7
"1584","Washington Redskins Eye NFC East Crown http://t.co/oYc6BIsN @NFL",6
"1585","Cowboys-Redskins flexed to Sunday night primetime slot http://t.co/ysjdKCc0",5
"1586","“@boyscomedy: What does a Cowboys fan do after they win an NFL game? Turn off the xbox and go to bed.” @amclark95 @DHBatman24 hahahahahahaha",7
"1587","@alleniverson how bout them Redskins. Twisted",7
"1588","“@Jupiterxiii  #Seahawks can win NFC West with win + SF loss, first-round bye with win + SF and GB losses. #Redskins clinch NFC Eastwith win",7
"1589","RT @TheJadax: @lunchablesNweed #HTTR !!! #REDSKINS",7
"1590","I hope #RG3 is in better form for the Redskins. He wasn't himself with that stupid brace, right?",7
"1591","""@boyscomedy: What does a Cowboys fan do after they win an NFL game? Turn off the xbox and go to bed."" @Cameron33Neace",7
"1592","And I hate the redskins!",7
"1593","Merry Christmas Eve Everyone! 2night at FujiMar 1401 Kst NW ""Xmas Eve Extravaganza"" hosted by The Redskins & ... http://t.co/d6JL1bWB",7
"1594","RT @Rich_Campbell: Redskins playoff scenarios are clear: Win division by beating or tying Dallas. Clinch wild card with losses by Chicag ...",7
"1595","ooooh shit redskins cowboys game moved to sunday night",5
"1596","@KavnerDC Yes so cool. Know if we can do one more thing and kick the Redskins Ass next week.:-)",3
"1597","A redskins seahawks matchup for wild card weekend would be awesome. Please beat dallas....",7
"1598","Redskins vs. Cowboys, Sunday 8:20 it's about to go down!!!!#HTTR #RedskinsAllday ya bish!!!",7
"1599","The redskins play on Sunday night now",5
"1600","Dallas Cowboys: Giants' Loss Sparks Historic Matchup vs. Washington Redskins | Bleacher Report http://t.co/Ner7szNQ via @bleacherreport",7
"1601","@wingoz  if the Giants, Bears, Redskins and Packers win then who would get in Giants or Bears?",7
"1602","#Redskins dump # #Eagles in what may be Reid's home finale (With Slideshow, Video)) - http://t.co/CSMbAi3X",7
"1603","@Redskins give me a reason to wear my @RGIII jersey today! #HTTR",7
"1604","""The Cowboys are 8-4, with victories the Redskins couldn't get over the Bengals, Steelers and Panthers, while the Redskins are 7-5""",7
"1605","@SWAGTHEKINGSR lol we'll beat the redskins on Sunday no worries",3
"1606","RT @CollinTM6: ooooh shit redskins cowboys game moved to sunday night",5
"1607","Washington Redskins 27 Philadelphia Eagles 20 Final
Cincinnati Bengals 13 Pittsburgh Steelers 10 Final",7
"1608","@JustinRasiul so if redskins lose we tie them if we win....so how is there a way",7
"1609","Week 16 MVPs: Russell Wilson makes his case for Offensive Rookie of the Year (Shutdown Corner):... http://t.co/CNyzJ99a #COWBOYS #NFL",7
"1610","I just had a dream that I got to go to a redskins game, and I met RG3.",7
"1611","RT @Gazjor1: #CowboysNation no longer counting down to Xmas, instead counting down to #SNF Cowboys/Redskins!! Believe the hype!!",7
"1612","#TwitNewsNow Saints 34, Cowboys 31 (OT) http://t.co/Bjzjw9Yw #NFL",7
"1613","Im to lazy to look. They play someone in the NFL, but not Dallas or Wash. @quincyvol @BrianH618",7
"1614","I need these home playoff game tickets tho @Redskins",10
"1615","RT @SnapBacks_iRock: If only you were a Redskins fan",7
"1616","Its a lot of #Redskins and #Cowboys fans in V.A #NFCEast is the best Division",7
"1617",".@RGIII nominated for Rookie of the Week. #Redskins",3
"1618","My team got that W #winnings #redskins 👌 http://t.co/DrqRjcFk",7
"1619","Debating the redskins/cowboys game at a gas station with 6 diff ppl gettin gas lol. Poor cowboy fan was outnumbered #hail",7
"1620","@BT_Ben Based upon what evidence? College performance aside, the NFL is a very different beast. They can't all be Luck & RG3.",7
"1621","#TwitNewsNow Dallas Cowboys fight back but can't finish Saints http://t.co/5OMnC3Lr #NFL",7
"1622","@SterlingMoore In a football way, please destroy and dismantle the Redskins.  Go Seahawks on them.  No better Christmas gift.",7
"1623","Getting Sick Nothing New For Fletcher http://t.co/DXseEQ4I #redskins #httr",7
"1624","@SportsCenter @dallascowboys @redskins finally giving him what he has worked so hard for",7
"1625","@Redskins vs @Cowboys game flexed back to 8:20pm kickoff due to the epicness of the game http://t.co/SK9IBHjz #httr #RGIII #Redskins",7
"1626","""How long can they keep this up?""  Washington Redskins look to sustain hot streak - ESPN http://t.co/qODwE183 ^gb",7
"1627","RT @BryanBroaddus: Talkin' Cowboys at a special time today at 10am on http://t.co/wLJEadyP. Recap of Saints and look forward to Redskins ...",7
"1628","RT @MrDCsports: @stefonhenry & still lost...lol Redskins playing lights out 6 straight wins & I see no reason why they won't get ...",7
"1629","Tony Romo only needs 315 yards against the redskins to hit 5k this year. #ROMO5k",7
"1630","NFL: Dallas Cowboys' loss to New Orleans Saints proves meaningless http://t.co/zMHfz1qY",7
"1631","RT @_PurpKobain: Redskins Have Broken NFL Records In 13 Of 15 Games",7
"1632","pretty good #christmas so far.... :) #beats #redskins #rg3 #HTTR http://t.co/1HxmPxn7",7
"1633","@BigDogBowden @bkepps1 for real I lose followers everytime I tweet about how bad the redskins are 😂😂",7
"1634","RT @RedskinDisciple: Ill be getting to FedEx Field about noon on Sunday. Gonna be a long day of tailgating. #Redskins #HTTR #RedskinsNat ...",7
"1635","@ESPN_FirstTake  skip bayless picked one of the biggest underdogs to come out on top. Redskins, say whaaaaaaaaaa!!! #skiphowudodat",7
"1636","Redskins have the best Rookie duo. Griffin and Morris.",7
"1637","The Best. #Redskins (pntdreams's photo) http://t.co/8yJKfNYg",7
"1638","Ha ha RT @Lizzs_Lockeroom: Cowboys vs Redskins prediction---> http://t.co/Azf2E22r",7
"1639","“@NoWorries_adl: The biggest NFL game next week RedSkins vs Cowboys lol @dan_marchese” yessirrr",3
"1640","NFL Dallas Cowboys Plush Team Fuzzy Dice Related  Products http://t.co/piwNZ4gY",7
"1641","#Redskins are currently the 4th seed. They can still make the playoffs if they lose, but MIN and CHI need to lose. Making them the 6th seed.",7
"1642","Is it too much to hope for a ticket to see the Redskins at their next home game?",3
"1643","Already RT @Dino_Brown: Cowboys gon beat the Redskins next week",3
"1644","RT @JRsBBQ: #Cowboys vs #Redskins appears to be moving to prime time next Sunday night on @NBC. Loser Leave Town! @nfl",5
"1645","Texans,Falcons,Broncos e Patriots tao voando. E temos as promessas de Seahawks, Redskins(se passar) e Colts com seus calouros QB!",7
"1646","Hail to the Redskins http://t.co/En32MTuH",7
"1647","@RGIII looking like a beast in #sportsillustrated this week #superman #redskins #Bengals http://t.co/0pabxTpN",7
"1648","Injuries take toll on defense at inopportune time http://t.co/VPKhRcSs #Cowboys #NFL",7
"1649","Jerry Jones: No thoughts on coaching change http://t.co/PwYoh2ej #Cowboys #NFL",7
"1650","RT @JRavoli55: All I want for Christmas is a Washington Redskins playoff berth 🙏 #HTTR",7
"1651","RT @AlmostRaymond: Brady rodger Peyton Brees and I'm a redskins hater but I'm takin RG3 over anybody else lls including eli",7
"1652","@jakeballagh13 I can tell your team is good.... #9-2 #Redskins",7
"1653","Ewwwwww!!!! Why are the Washington Redskins following me!!!!",7
"1654","@SportsCenter @dallascowboys @redskins Romo guiding da boyz back to the playoffs!  Defense will be prepared!",7
"1655","@SportsCenter @dallascowboys @redskins I agree. Romo is a much better qb at this point. They go in to Washington and get a big win.",7
"1656","Philadelphia Eagles: Birds lose to Redskins in... - The Times Herald http://t.co/GcvL75rP #NFL #PhiladelphiaEagles",7
"1657","@Goldy181 if the Eagles, Cowboys, Redskins, Cardinals, Mets, Jaguars all lose, Giants are in!",7
"1658","Can't wait to beat the Redskins!!! #Seattle #SEAHAWKNATION #PlayOffs",3
"1659","RT @PhatStacks_: We bored so we took over Shawns man cave room lol http://t.co/bQMdgdUo .... he like the redskins now? Smh",7
"1660","Great redskins vs dallas game got moved to 8:30 at night. Its gonna be absalutly FREEZING",5
"1661","IM DELIVERING TO THE REDSKINS. Thank you Potbelly.",7
"1662","Some Redskins links from yesterday, starting with the PDF of our special game section. Great lead photo of Moss: http://t.co/oCZQ4947",7
"1663","Redskins been doing work the last 6 games.",7
"1664","@KNegandhiESPN Seahawks or redskins",7
"1665","6 straight wins for the redskins.. #LLLEEEEEGGGGGOOOOOO",7
"1666","Watching A Redskins Christmas Carol: Oh RGIII! http://t.co/AyLtCB9h",7
"1667","Redskins lead 13-10 at halftime http://t.co/sCAiRX2f",7
"1668","ESPN suspends Rob Parker indefinitely after he questioned whether Redskins ... -  http://t.co/qtTEdFMZ",7
"1669","Redskins one win from NFC East crown http://t.co/E6giKizt",6
"1670","After earlier losses, Redskins finally pull out a close one http://t.co/xkpsNnzq",7
"1671","Cowboys-Redskins off to prime time http://t.co/C7CzCw3B",5
"1672","""@Simonesince78: Ewwwwww!!!! Why are the Washington Redskins following me!!!!"" Because they like big.....nevermind lol",7
"1673","@KNegandhiESPN  combo between seahawks / redskins.  Both playing very well right now.",7
"1674","Robert Griffin III returns from injury to lead Washington Redskins past ... http://t.co/O2DTDd75",9
"1675","Next week NYG nation gotta root for the Pack, Lions, Redskins, and of course Gmen. Damn thts sucks",3
"1676","Cowboys vs. Redskins has been ""flexed"" into Sunday Night Football on NBC. I expected this would happen. Let's Go... http://t.co/XcuS4OgN",5
"1677","@misstequila88 hey, I can't find the redskins hat like the one u got no where!.where u get urs?..I think it's tht everybody a skins fan nw 😭",7
"1678","@Redskins @insidenflmedia better than AP??",7
"1679","#Redskins #Cowboys #GameoftheYear I'm debating if I want to or not. Kids birthday comes 1st. http://t.co/DhxZs8Cs",7
"1680","RT @Brill_K: Giants beat the eagles, packers beat the Vikings, redskins beat the cowboys, and lions beat the bears, than the giants are  ...",3
"1681","#Redskins already ready for the Cowboys – Washington Post (blog) http://t.co/gFpCOywe",1
"1682","@dallascowboys we can win this! The Redskins are really not that great. Some safety and corner blitzes will help us beat them.",7
"1683","#PeopleWhoMadeMy2012 my whole team , both teams .. Redskins & superior.",7
"1684","RT @HTTR24_7: NFL QB Rating: (1) RGIII 104.1 , (7) Wilson 98.0 (25) Luck 75.6",7
"1685","ICYMI - Saints hold on in OT to beat Cowboys 34-31 http://t.co/mF1RFxWW",3
"1686","Every Redskins fan everywhere! http://t.co/31EQYQ02",7
"1687","Rewatching #Redskins game vs Eagles. Unsung hero #1: Evan Royster had some great runs. His 1st was on 3rd & 2, made a nice cutback for 1stdn",7
"1688","ahhh im so happy they moved the redskins cowboy game to prime time",5
"1689","RT @steelthistweet: Redskins are about to get some calls from the refs next sunday too. #homefieldadvantage",3
"1690","Redskins, Cowboys Set to Meet for NFC East Championship Sunday: http://t.co/zmCCsNP0",6
"1691","Tuning in sir RT @BryanBroaddus: Talkin' Cowboys at a special time today at 10am http://t.co/fWEZCopo. Recap of Saints and look to Redskins",7
"1692","Besides my @Redskins of course!!",7
"1693","Next Sundays Cowboys vs Redskins game was moved to prime time. #LetsGoBoys #CowboysNation",5
"1694","Thank you #NYGiants & #PhillyEagles for giving me an early Christmas Present... @Redskins all alone at Number 1 in the division!! #HTTR #fb",7
"1695","#Cowboys: 2012 NFL Playoffs Scenarios for Week 17 (The SportsXchange): New England - AFC East http://t.co/6dD2nFy1",7
"1696","RT @JAYICEE: The Night Before Christmas (Saints version): http://t.co/6Zf6ahIp via #Saints #NFL #Cowboys #Christmas",7
"1697","RT @imaboutit44: ahhh im so happy they moved the redskins cowboy game to prime time",5
"1698","RT @jelanijenkins3: Hail to the redskins",7
"1699","@Brian_Kushing @_IyAMDave_ thats like coming out last year and sayin cam top 5..id pick RG3 over any QB in the nfl not sayin he the best doe",7
"1700","S/O to the Ravens tho...my Cowboys still gotta chance, even tho the Redskins looks unbeatable right now...I still got Faith! #CowboysNation",10
"1701","RT @redskinsajb68: Who's ready for primetime?? Everybody wants to see the NFC Beast title come home to DC #HTTR #BeatDallas @Redskins @R ...",7
"1702","NFL Playoff Scenarios: 2012 Postseason Picture, New York Giants, Dallas ... http://t.co/GnFHzd7Y",7
"1703","RT @RedskinsWatch: Robert Griffin III returns from injury to lead Washington Redskins past ... http://t.co/O2DTDd75",9
"1704","One sidebar chronicles the Redskins' heart-stopping final defensive stand, via @nathanfenno: http://t.co/SHelvVrd",7
"1705","RT @ManOfSteel_VI22: So, I think I found my future wife.  @RG3Woman I now know what the perfect woman looks like, She's a Redskins fan.  ...",7
"1706","WHOLETIME ima start talking shit to the redskins fans now.......FUCK A REDSKIN FAN FUCK A RG3 FUCK CURT COUSINS FUCK THE TEAM SKINS #COWBOYS",7
"1707","How Will the NFC East Logjam Sort Itself out in Time for Playoffs? http://t.co/x69u5nfU #redskins #skins",6
"1708","RT @ThatManDime: WHOLETIME ima start talking shit to the redskins fans now.......FUCK A REDSKIN FAN FUCK A RG3 FUCK CURT COUSINS FUCK TH ...",7
"1709","@NFL32 should the nfl realign the divisions again?like dallas in the nfc south,carolina in the east,indy in the afc north balt the east",7
"1710","@Tatted_Jack Lets go redskins I need ya 2 win",7
"1711","#Cowboys #Redskins game moved to prime time  http://t.co/kTBCOpwP",5
"1712","I'm so hyped for the Cowboys Redskins game this Sunday. #WinOrGoHome",5
"1713","@KNegandhiESPN Hot teams abound in #NFC. Who is hotter? Seahawks, Redskins, or Bengals?",7
"1714","RT @CowboysBNews: Injuries take toll on defense at inopportune time http://t.co/VPKhRcSs #Cowboys #NFL",7
"1715","Who is ready for the Redskins/Cowboys Game next Sunday Night!! Come watch it @1920dc.",5
"1716","😠 RT @CowboysBNews: Jerry Jones: No thoughts on coaching change http://t.co/pXnjpsW2 #Cowboys #NFL",7
"1717","Cowboys and Redskins game is moved to Sunday Night Football. Woot. #CowboysNation",5
"1718","@richeisen anyway redskins can make playoffs by losing?",7
"1719","Shoutout to them Redskins...for Sunday Night they flexed em.",5
"1720","In his column, @DanDalyOnSports examines how the Redskins are winning every type of game: http://t.co/fQPQ8Ylc",7
"1721","Domingo q vem, no SNF, torço pelos Redskins! RGIII mito!",7
"1722","@Ravens does it also feel good to know the redskins beat that ass #flaccosucks",7
"1723","#HTTC BOW DOWN REDSKINS",7
"1724","RT @harDCor_barra: @NFLRT Never Been to Dallas Syndrome #Cowboys #Redskins  http://t.co/wFvKerIw",7
"1725","Bears play the Lions, Vikings play the Packers, and the Cowboys play the Redskins.",7
"1726","I want to go to the Redskins vs Cowboys game so bad",7
"1727","@orcino14 tough decision? Support an organization that locked fans and players out twice in 6 years, or the red, hot Redskins...real tough",7
"1728","@richeisen don't worry the Redskins will take care of Dallas next week #httr",3
"1729","Redskins in this thing",7
"1730","#sports #news NFL Week 17 point spreads and early line moves — Cowboys take action vs ... - http://t.co/MyuDWtJW",7
"1731","RT @CBSSports: Redskins, Cowboys, Vikings are win and in. All playoff scenarios: http://t.co/Q92KPiJi",7
"1732","RT @JakubowskiMatt: @jakeballagh13 I can tell your team is good.... #9-2 #Redskins",7
"1733","Man The Redskins Are Something Serious Right Now! #RedskinsNation Im Loving This. One More Team To Demolish. CowFaggies.",7
"1734","RT @ryan_fatula: @RealSkipBayless wouldn't that also prove that the redskins success isn't all rg3 since they won with cousins, so rg3 i ...",7
"1735","Favorite eagles fan moment at game was guy wearing a shirt that said ""redskins sucks"" and all the skins fans mocking his grammer. #HTTR",7
"1736","Cowboys-Redskins flexed to Sunday Night Football in Week 17 #cowboysnation http://t.co/uhjq5SJG",5
"1737","@KNegandhiESPN who wants to face my #Redskins right now? @ESPN_RobKing",7
"1738","@richeisen What's the redskins scenario if they lose to dallas?",7
"1739","@RawwTy nice header pic!! #REDSKINS #HTTR",7
"1740","If the Redskins win next sunday, and the Seahawks win, the Redskins will be playing the Seattle Seahawks in Washington in the playoffs.",3
"1741","@J_Aussenheimer im not wrong look in the paper or go look online. It's either the redskins or cowboys getting in. Not both",7
"1742","Next week were all watching the game together @AHershhhh @jacobproff11 and all cowboys redskins fans and we watching it at the grill",3
"1743","@SupermanNoble imma be a redskins, lions, and packers fan next week",3
"1744","@thatgirlrachel_  :)))“@Zach_McElroy91: I want to go to the Redskins vs Cowboys game so bad”",7
"1745","@titorramos Ladies and Gentlemen, the 1st place Redskins!!!",7
"1746","“urbanite_mx: NFL: Bills 10-24 Miami; Indiannapolis 20-13 Kansas; Titanes 7-55 Green Bay; Nuevo Orleans 34-31 Dallas” // ganamos @clau_hope?",7
"1747","RT @L_macandcheese: @thatgirlrachel_  :)))“@Zach_McElroy91: I want to go to the Redskins vs Cowboys game so bad”",7
"1748","Redskins - Cowboys: Sunday Night! Be There! http://t.co/LhWnKNza",5
"1749","Romo can go into Washington and beat that Redskins defense, but can the Dallas D beat the Redskins O?",3
"1750","'Empty feeling' for Tony Romo after 400-yard game - ESPN (blog): 'Empty feeling' for Tony Romo aft... http://t.co/Vgwoii4d #cowboys #nfl",7
"1751","Finally, Redskins playoff scenarios: Win the NFC East by beating or tying Dallas. Clinch a wild card spot if Chicago AND Minnesota lose.",7
"1752","RT @XIsThatNigga: Cowboys fans acting like they beat the Redskins already and they also acting like they didn’t lose yesterday",7
"1753","RT @bigman245: @MsPFNT Good morning MsPFNT - Hail to the Redskins...Woo Hoo! - Have a wonderful day. :-)",7
"1754","RT @DaiyLassiter: @SupermanNoble imma be a redskins, lions, and packers fan next week",3
"1755","Todo está muy apretado para @giants, si gana @eagles, @dallas a @redskins y @packers despacha a @vikins, habría tres en la nacional con 9-7",7
"1756","@chaddukes exactly. @richeisen claimed the redskins have been unimpressive & havent beat anyone good this year. GIVE THEM RESPECT, damnit!",7
"1757","Still remember ninjas laughin wen i said n april #Redskins was goin 10-6 n will win the Beast",7
"1758","Also after tomorrow I'm going to be counting down the days till Sunday #cowboys #redskins @hussamouri",7
"1759","Philadelphia Eagles: Birds lose to Redskins in... http://t.co/XE0AwSNv",7
"1760","@Redskins @extremeskins Foles would like to forget that play",7
"1761","Metro To Stay Open Late For Redskins Game: WASHINGTON (AP) — Metro says its rail service will stay open late to... http://t.co/TUNGtiOk",7
"1762","#NFL Week 17 #Cowboys vs #Redskins predictions--winner take all http://t.co/YgTjU3SJ #bookieblitz",7
"1763","Cowboys-Redskins off to prime time - ESPN http://t.co/3Sv7iyjq",5
"1764","The Giants need a Redskins, Green Bay and Detroit to win to make the playoffs. If the Redskins Lose they'd need GB and DET to win as well.",7
"1765","@NFL_Stats a Redskins W over Dallas",7
"1766","The fact that the steelers didn't make the playoffs and the cowboys and giants could also not make it  too>>>>>> #NFL",7
"1767","I just looked back at my tweets, and didn't tweet anything about my @Redskins. #HTTR I feel ashamed #smh",7
"1768","#Yahoo #Trending #Now Dallas Cowboys: Players Who Must Step Up in Tell-All Game Against Redskins http://t.co/BUMq6nLB #AutoFollowBack Qo",7
"1769","@EricStyons exactly Redskins know what's at stake here",7
"1770","redskins vs cowboys game moved to primetime!",5
"1771","Todo muy apretado para @giants, si gana a @eagles, @cowboys a @redskins y @packers despacha a @vikins, habría tres en la nacional con 9-7",7
"1772","@vbejar3993 @bosox3063 @pdotson24 cowboys @ redskins primetime TV next Sunday... we must watch it!",7
"1773","All I want for Christmas is 4 tix to Skins/Cowpies! #Redskins",7
"1774","Superbowl picks: Broncos vs. Seahawks/Redskins",7
"1775","Week 17: Cowboys vs. Redskins Line at Washington -3.5 - Week 17 has very important game that NFL game has the ... http://t.co/GP59t9hm",3
"1776","Redskins have a meaningful game in December finally",7
"1777","Is it cowboys vs Redskins yet? #CowboysNation",7
"1778","NFC playoff picture: Dallas Cowboys still in control http://t.co/leNZ6pC2",7
"1779","Yall happy the Redskins finally made playoffs lmaoo",7
"1780","Shaddupp lls they still suckk RT @_akeeeeylaaaa_: , i give credit where its due , & the redSKINS deserve it !",7
"1781","RT @B_Cavaliere: Yall happy the Redskins finally made playoffs lmaoo",7
"1782","too bad he's a redskins fan -__- sundays are gonna be awkward.",7
"1783","Washington Redskins vs. Philadelphia Eagles - Recap - December 23, 2012 http://t.co/bDMtpL47",7
"1784","@BossMan_Sholay , im #RAVENSnation buh the redskins grinding right now .",7
"1785","NFL Week 17 Cowboys vs Redskins Pick... http://t.co/Pan5Mpbg",3
"1786","RT @SCollinsEA That's why the Eagles and Redskins is a rivalry! #CCM",7
"1787","Dear Santa...all I want for Christmas is a Cowboys WIN over those overhyped Redskins.  punctuated with a reality... http://t.co/JNZyDrMG",7
"1788","Cowboys-Redskins off to prime time http://t.co/LIx17UYW",5
"1789","Tonight!! Christmas Eve ""Extravaganza"" ! at FujiMar(Lima)1401 Kst NW hosted by The #Redskins & #Wizards http://t.co/o8cinLzY",7
"1790","RT @Rich_Campbell: Some Redskins links from yesterday, starting with the PDF of our special game section. Great lead photo of Moss: http ...",7
"1791","Cowboys-Redskins off to prime time - ESPN http://t.co/kOsJurSU",5
"1792","So giants need the redskins to beat the cowboys and the packers to beat the bears and we need to beat the eagles and we'll be in#slimchances",3
"1793","The real America's Team will be revealed on Sunday night #REDSKINS",5
"1794","“@dcsportsbog: Redskins already seem kinda excited about the Cowboys game http://t.co/bCEUwXtY” feel like I'm in a time warp where's Dexter?",7
"1795","My Redskins are in a good situation beat Dallas and be NFC East Champs or if Vikings/Bears lose Wild Card in the playoffs!",7
"1796","35 days ago the Redskins were 3-6",7
"1797","RT @BmoreProbz: Ravens > Redskins",7
"1798","RT @_akeeeeylaaaa_: , i give credit where its due , & the redSKINS deserve it !",7
"1799","all I want for xmas redskins.MP4: http://t.co/NVBhJ5EB via @youtube so cute u gonna watch",7
"1800","RT @BallHyped: #HYPED! Week 17: NFL Flexes Dallas Cowboys vs. Washington Redskins Game For Sunday Night Football http://t.co/shf6fncO",5
"1801","@SPORTS_CLEW #LT I thought #Redskins could go 10-6 b4 season too, but after that #Panthers loss, I didn't think it was possible.",7
"1802","There's a lot of proud Redskins fans out today in Northern VA! ❤💛we're ready for you Dallas!",7
"1803","GO#REDSKINS
http://t.co/7QW7Odxc",7
"1804",", ravens & redskins superbowl . dont believe me jst watch !!",7
"1805","Got questions for @ThomasBoswell as the #Redskins prep for the Cowboys? He's got answers in his online Q&A. #DallasWeek http://t.co/SiI3EiwW",7
"1806","@markthecab @mikeinns cowboys @ redskins on Sunday night football",5
"1807","I'm a huge Lions and Packers fan next weekend! #HTTR #Redskins",3
"1808","NFL needs to just give both RG3 and Luck co-Rookie of the Year",7
"1809","RT @KingJaloopi: Redskins vs. Cowboys, Sunday 8:20 it's about to go down!!!!#HTTR #RedskinsAllday ya bish!!!",7
"1810","- i give credit where its due , & the redSKINS deserve it !",7
"1811","[NEWS] @New_Era_Caps x @nfl 「Washington Redskins Logo Zoom」59Fifty Fitted Baseball Cap http://t.co/jPCcmGDN",7
"1812","RT @_akeeeeylaaaa_: , ravens & redskins superbowl . dont believe me jst watch !!",7
"1813","#IFOLLOWBACK NFL Week 17 point spreads and early line moves — Cowboys take action vs ... - Sport... http://t.co/wHL4YjGO #TeamFollowBack",7
"1814","Corrijo, de darse los resultados de mi tuit anterior, @giants, @cowboys, @redskins y @vikings tendrían récord de 9-7",7
"1815","Cowboys still in control! http://t.co/n2mBAX7Q",7
"1816","“@LifeAsBros: What does a Cowboys fan do after they win an NFL game? Turn off the xbox and go to bed.” @2ichardson HAHAH",7
"1817","“@TheChuckCarroll: .@RGIII nominated for Rookie of the Week. #Redskins” I'll second that!",7
"1818","Redskins' win sets up big finale vs. Dallas http://t.co/rr8Lxow1",7
"1819","I can't wait till the Cowboys and Redskins game #BigGame",7
"1820","@Redskins are for real, @Cowboys beware #Redskinsnation #HTTR",7
"1821","RT @ThaAdvocate: Cowboys still in control! http://t.co/n2mBAX7Q",7
"1822","Redskins are going down next weekend!!! @MrsSlate004",3
